id,name,party,last_check,x_handle,x_last_post,bluesky_handle,bluesky_last_post,mastodon_handle,mastodon_last_post
Q12315227,Hans Andersen,Venstre,2026-03-01T15:24:22.405996+00:00,HansAndersenV,2026-02-27T05:20:25+00:00,hansandersenv.bsky.social,2025-05-20T06:02:14.151Z,,
Q1579014,Hans Christian Schmidt,Venstre,2026-03-01T15:24:22.405996+00:00,HaChrSchmidt,2019-03-01T13:08:43+00:00,,,,
Q12315455,Hans Kristian Skibby,Danmarksdemokraterne,,BundgaardSkibby,closed,,,,
Q64439073,Heidi Bank,Venstre,2026-03-01T15:24:22.405996+00:00,bankHeidi,2023-05-03T16:17:37+00:00,heidibank.bsky.social,2024-12-12T18:34:09.349Z,,
Q115011763,Helena Artmann Andresen,Liberal Alliance,2026-03-01T15:24:22.405996+00:00,Helena_Artmann,2026-02-11T11:40:12+00:00,,,,
Q115014561,Helene Liliendahl Brydensholt,Alternativet,2026-03-01T15:24:22.405996+00:00,HLiliendahl,2024-11-14T21:30:51+00:00,helenebrydensholt.bsky.social,2025-08-04T14:07:52.603Z,,
Q112627089,Helle Bonnesen,Det Konservative Folkeparti,2026-03-01T15:24:22.405996+00:00,Helle_Bonnesen,2026-02-14T08:51:59+00:00,bonnesen.bsky.social,2025-03-13T19:16:15.349Z,,
Q30091555,Henrik Frandsen,Moderaterne,2026-03-01T15:24:22.405996+00:00,HenrikFrandsen5,2026-01-21T09:02:35+00:00,,,,
Q64441610,Henrik Møller,Socialdemokratiet,2026-03-01T15:24:22.405996+00:00,Henrikm86712011,2022-12-05T14:15:51+00:00,,,,
Q441594,Ida Auken,Socialdemokratiet,2026-03-01T15:24:22.405996+00:00,IdaAuken,2026-02-16T06:34:24+00:00,,,,
Q3121413,Inger Støjberg,Danmarksdemokraterne,2026-03-01T15:24:22.405996+00:00,stojberg,2026-03-01T07:02:33+00:00,,,,
Q12318858,Jacob Jensen,Venstre,2026-03-01T15:24:22.405996+00:00,jacobjensenMF,2024-12-15T08:16:25+00:00,,,,
Q11977892,Jakob Engel-Schmidt,Moderaterne,2026-03-01T15:24:22.405996+00:00,engelschmidt,2026-02-21T21:22:50+00:00,engelschmidt.bsky.social,2025-07-13T10:36:12.642Z,,
Q12319014,Jan E. Jørgensen,Venstre,2026-03-01T15:24:22.405996+00:00,JanEJoergensen,2026-03-01T10:01:14+00:00,janejnar.bsky.social,,,
Q12319302,Jens Henrik Thulesen Dahl,Danmarksdemokraterne,2026-03-01T15:24:22.405996+00:00,JThulesen,2023-04-18T17:40:47+00:00,,,,
Q12319328,Jens Joel,Socialdemokratiet,2026-03-01T15:24:22.405996+00:00,Jens_Joel,2026-02-28T09:51:35+00:00,jensjoel.bsky.social,2025-06-03T10:51:10.048Z,,
Q115020560,Jens Meilvang,Liberal Alliance,2026-03-01T15:24:22.405996+00:00,JmMeilvang,2026-02-24T13:53:46+00:00,jmmeilvang.bsky.social,2024-11-23T11:15:47.177Z,,
Q12319515,Jeppe Bruus Christensen,Socialdemokratiet,2026-03-01T15:24:22.405996+00:00,JeppeBruus,2026-02-26T20:12:20+00:00,jeppebruus.bsky.social,2025-02-12T12:05:48.747Z,,
Q12319533,Jeppe Søe,,2026-03-01T15:24:22.405996+00:00,jeppesoee,2026-03-01T12:37:47+00:00,jeppesoe.bsky.social,,,
Q12319657,Jesper Petersen,Socialdemokratiet,2026-03-01T15:24:22.405996+00:00,Jesper_Pet,2026-02-26T21:38:11+00:00,,,,
Q12320275,Jon Stephensen,,,,,,,,
Q20175887,Kaare Dybvad Bek,Socialdemokratiet,2026-03-01T15:24:22.405996+00:00,KaareDybvad,2026-03-01T13:52:25+00:00,,,,
Q12321346,Karin Gaardsted,Socialdemokratiet,2026-03-01T15:24:22.405996+00:00,KarinGaardsted,2016-07-07T14:29:29+00:00,,,,
Q115020598,Karin Liltorp,Moderaterne,,,,,,,
Q12321352,Karina Adsbøl,Danmarksdemokraterne,2026-03-01T15:24:22.405996+00:00,Karinameldgaard,2013-02-10T19:30:00+00:00,,,,
Q12321354,Karina Lorentzen,SF,2026-03-01T15:24:22.405996+00:00,MF_K_Lorentzen,2026-03-01T12:42:56+00:00,karinalorentzen.bsky.social,2026-03-01T12:38:26.556Z,,
Q12321445,Karsten Hønge,SF,2026-03-01T15:24:22.405996+00:00,khoenge,2025-02-04T11:07:43+00:00,,,,
Q22956366,Kasper Roug,Socialdemokratiet,2026-03-01T15:24:22.405996+00:00,KasperRoug,2026-01-12T21:34:33+00:00,,,,
Q115012411,Katrine Daugaard,Liberal Alliance,2026-03-01T15:24:22.405996+00:00,KatrineDaugaard,2026-03-01T11:33:42+00:00,,,,
Q64439092,Katrine Robsøe,Radikale Venstre,2026-03-01T15:24:22.405996+00:00,KatrineRobsoe,closed,katrinerobsoe.bsky.social,2025-10-24T07:34:07.559Z,,
Q115011642,Kenneth Fredslund Petersen,Danmarksdemokraterne,2026-03-01T15:24:22.405996+00:00,KennethFredslu1,2022-12-15T09:26:16+00:00,,,,
Q115012200,Kim Aas,Socialdemokratiet,,,,,,,
Q115019363,Kim Edberg Andersen,Danmarksdemokraterne,2026-03-01T15:24:22.405996+00:00,kedbergandersen,2025-11-26T10:11:02+00:00,,,,
Q17130794,Kim Valentin,Venstre,2026-03-01T15:24:22.405996+00:00,kimvalentinDK,closed,kimvalentin.bsky.social,2025-07-27T09:42:25.707Z,,
Q12321969,Kirsten Normann Andersen,SF,2026-03-01T15:24:22.405996+00:00,KirstenNormann,2026-02-27T06:11:25+00:00,kirstennormann.bsky.social,2026-02-18T06:46:53.051Z,,
Q115011510,Kris Jensen Skriver,Socialdemokratiet,2026-03-01T15:24:22.405996+00:00,skriver_kris,2024-07-21T09:27:10+00:00,,,,
Q115019333,Kristian Bøgsted,Danmarksdemokraterne,2026-03-01T15:24:22.405996+00:00,Kboegsted,2023-02-01T16:44:15+00:00,,,,
Q64438308,Lars Boje Mathiesen,Borgernes Parti,2026-03-01T15:24:22.405996+00:00,LBMathiesen,2026-03-01T13:29:57+00:00,larsbojemathiesen.bsky.social,2024-12-13T13:13:43.156Z,,
Q182397,Lars Løkke Rasmussen,Moderaterne,2026-03-01T15:24:22.405996+00:00,larsloekke,2026-02-14T10:49:55+00:00,lars-loekke.bsky.social,2025-12-30T18:12:24.429Z,LarsLoekke@mastodon.social,2022-11-17T16:24:09.095Z
Q110502287,Lars-Christian Brask,Liberal Alliance,2026-03-01T15:24:22.405996+00:00,LarsChristianB5,2026-02-28T07:16:24+00:00,,,,
Q132711097,Lasse Haugaard Pedersen,Socialdemokratiet,2026-03-01T15:24:22.405996+00:00,lassehaugaard1,2025-11-18T10:55:28+00:00,,,,
Q20174096,Lea Wermelin,Socialdemokratiet,2026-03-01T15:24:22.405996+00:00,leawermelin,2025-10-10T14:28:57+00:00,,,,
Q12324169,Leif Lahn Jensen,Socialdemokratiet,2026-03-01T15:24:22.405996+00:00,LahnLeif,2017-09-16T11:51:26+00:00,,,,
Q130596645,Leila Stockmarr,Enhedslisten,2026-03-01T15:24:22.405996+00:00,LeilaStockmarr,2026-01-01T17:35:16+00:00,leilastockmarr.bsky.social,2024-12-13T10:00:11.053Z,,
Q64076366,Linea Søgaard-Lidell,Venstre,2026-03-01T15:24:22.405996+00:00,linealidell,2025-11-05T05:58:19+00:00,linealidell.bsky.social,2025-10-04T06:49:16.158Z,linealidell@respublicae.eu,2024-02-07T18:00:12.581Z
Q12324617,Lisbeth Bech-Nielsen,SF,2026-03-01T15:24:22.405996+00:00,LisbethBNielsen,closed,lisbethbnielsen.bsky.social,2026-02-03T21:38:13.358Z,,
Q20186502,Lise Bech,Danmarksdemokraterne,2026-03-01T15:24:22.405996+00:00,LiseBech,2026-02-22T16:06:54+00:00,lisebechdk.bsky.social,,,
Q115018753,Lise Bertelsen,Det Konservative Folkeparti,,,,,,,
Q12324922,Lotte Rod,Radikale Venstre,2026-03-01T15:24:22.405996+00:00,LotteRod,2025-02-04T13:31:23+00:00,,,,
Q115020546,Louise Brown,Liberal Alliance,2026-03-01T15:24:22.405996+00:00,Louisebrowndk,2026-01-15T15:16:26+00:00,louisebrowndk.bsky.social,2024-12-11T16:18:59.750Z,,
Q12324973,Louise Schack Elholm,Venstre,2026-03-01T15:24:22.405996+00:00,LouiseElholm,2026-02-26T20:40:13+00:00,louiseelholm.bsky.social,2026-02-14T21:00:28.652Z,,
Q12325612,Mads Fuglede,Venstre,2026-03-01T15:24:22.405996+00:00,madsfuglede,2026-02-07T14:48:15+00:00,,,,
Q132710570,Mads Olsen,SF,2026-03-01T15:24:22.405996+00:00,MadsOlsenSF,2026-02-24T14:43:50+00:00,,,,
Q12325727,Magnus Heunicke,Socialdemokratiet,2026-03-01T15:24:22.405996+00:00,Heunicke,2026-02-27T11:41:00+00:00,heunicke.bsky.social,2026-01-17T12:55:22.630Z,Heunicke@mastodon.world,2023-12-27T20:09:41.402Z
Q12325752,Mai Mercado,Det Konservative Folkeparti,2026-03-01T15:24:22.405996+00:00,_MaiMercado,2026-03-01T06:48:54+00:00,maimercado.bsky.social,2024-11-23T14:53:56.766Z,,
Q64441614,Mai Villadsen,Enhedslisten,2026-03-01T15:24:22.405996+00:00,maivilladsen,2026-02-04T09:05:45+00:00,,,,
Q29227882,Malte Larsen,Socialdemokratiet,2026-03-01T15:24:22.405996+00:00,maltelarsen,2025-11-16T06:36:40+00:00,,,,
Q115015934,Maria Durhuus,Socialdemokratiet,2026-03-01T15:24:22.405996+00:00,durhuusmaria,2026-01-25T17:37:57+00:00,mdurhuus.bsky.social,2025-02-28T14:51:33.058Z,,
Q115014546,Marianne Bigum,SF,2026-03-01T15:24:22.405996+00:00,bigummarianne,2024-11-16T07:34:47+00:00,mariannebigum.bsky.social,2026-01-07T10:10:24.030Z,,
Q62056697,Marie Bjerre,Venstre,2026-03-01T15:24:22.405996+00:00,marie_bjerre,2026-02-15T18:02:30+00:00,mariebjerre.bsky.social,,,
Q64417364,Marlene Ambo-Rasmussen,Venstre,2026-03-01T15:24:22.405996+00:00,MarleneAmbo,2026-02-15T19:34:58+00:00,,,,
Q12326188,Marlene Harpsøe,Danmarksdemokraterne,2026-03-01T15:24:22.405996+00:00,mharpsoe,2025-03-26T12:39:55+00:00,,,,
Q1272556,Martin Lidegaard,Radikale Venstre,2026-03-01T15:24:22.405996+00:00,martinlidegaard,closed,martinlidegaard.bsky.social,,,
Q115014527,Matilde Powers,Socialdemokratiet,2026-03-01T15:24:22.405996+00:00,power_matilde,2025-06-29T14:32:41+00:00,,,,
Q12326451,Mattias Tesfaye,Socialdemokratiet,2026-03-01T15:24:22.405996+00:00,mattiastesfaye,2020-12-31T21:17:36+00:00,,,,
Q18171967,Mette Abildgaard,Det Konservative Folkeparti,2026-03-01T15:24:22.405996+00:00,metteabildgaard,2026-02-26T22:32:27+00:00,metteabildgaard.bsky.social,2025-05-06T12:25:43.886Z,,
Q5015,Mette Frederiksen,Socialdemokratiet,,,,,,,
Q115011721,Mette Kierkgaard,Moderaterne,2026-03-01T15:24:22.405996+00:00,Mettekierkgaard,2016-02-10T03:09:46+00:00,,,,
Q12326843,Mette Reissmann,Socialdemokratiet,2026-03-01T15:24:22.405996+00:00,mettereissmann,2024-11-16T11:47:50+00:00,mettereissmann.bsky.social,,,
Q48922678,Mette Thiesen,Dansk Folkeparti,2026-03-01T15:24:22.405996+00:00,ThiesenMette,2025-11-11T13:30:01+00:00,,,,
Q115013935,Mike Villa Fonseca,,2026-03-01T15:24:22.405996+00:00,villafonseca,2026-02-20T09:19:37+00:00,mikevilllafonseca.bsky.social,2025-06-18T15:45:45.752Z,,
Q111699048,Mikkel Bjørn,Dansk Folkeparti,2026-03-01T15:24:22.405996+00:00,mikkel_bjorn,2026-03-01T10:42:42+00:00,,,,
Q12327462,Mogens Jensen,Socialdemokratiet,2026-03-01T15:24:22.405996+00:00,MogensJensenS,2026-02-23T05:11:30+00:00,mogensjensens.bsky.social,2025-02-28T14:46:06.105Z,,
Q115398680,Mohammad Rona,Moderaterne,2026-03-01T15:24:22.405996+00:00,mohammad_rona,2026-02-27T13:01:11+00:00,morona1.bsky.social,2026-01-20T21:34:23.337Z,,
Q64439195,Mona Juul,Det Konservative Folkeparti,2026-03-01T15:24:22.405996+00:00,JuulMona,2026-03-01T11:02:33+00:00,juulmona.bsky.social,,,
Q104139464,Monika Rubin,Moderaterne,2026-03-01T15:24:22.405996+00:00,MonikaaRubin,2026-03-01T09:55:27+00:00,monikarubin.bsky.social,2026-02-18T12:32:20.952Z,,
Q375980,Morten Bødskov,Socialdemokratiet,2026-03-01T15:24:22.405996+00:00,mfMorten,2026-02-11T17:02:45+00:00,mortenboedskov.bsky.social,2025-04-07T14:34:58.507Z,,
Q12327663,Morten Dahlin,Venstre,2026-03-01T15:24:22.405996+00:00,MortenDahlin,2026-03-01T12:56:01+00:00,mortendahlin.bsky.social,2025-03-13T19:43:57.353Z,,
Q132732432,Morten Klessen,Socialdemokratiet,2026-03-01T15:24:22.405996+00:00,mortenklessen,2009-05-06T08:39:46+00:00,,,,
Q1338185,Morten Messerschmidt,Dansk Folkeparti,2026-03-01T15:24:22.405996+00:00,MrMesserschmidt,2026-03-01T06:59:00+00:00,,,MrMesserschmidt@respublicae.eu,2024-02-14T20:05:54.220Z
Q58455083,Nanna W. Gotfredsen,Moderaterne,2026-03-01T15:24:22.405996+00:00,NannaWG,2025-05-16T05:39:42+00:00,nannawgotfredsen.bsky.social,,,
Q115020628,Nick Zimmermann,Dansk Folkeparti,2026-03-01T15:24:22.405996+00:00,nick_zimmermann,2026-03-01T07:00:39+00:00,,,,
Q575363,Nicolai Wammen,Socialdemokratiet,2026-03-01T15:24:22.405996+00:00,nwammen,2025-11-13T14:58:26+00:00,nicolaiwammen.bsky.social,2025-01-21T09:24:37.152Z,,
Q12330024,Ole Birk Olesen,Liberal Alliance,2026-03-01T15:24:22.405996+00:00,olebirkolesen,2026-03-01T05:30:44+00:00,,,,
Q29228030,Peder Hvelplund,Enhedslisten,2026-03-01T15:24:22.405996+00:00,pederhvelplund,2026-03-01T14:11:51+00:00,pederhvelplund.bsky.social,2025-12-09T21:56:24.134Z,,
Q20188899,Pelle Dragsted,Enhedslisten,2026-03-01T15:24:22.405996+00:00,pelledragsted,2026-03-01T14:31:58+00:00,pelledragsted.bsky.social,2026-02-18T17:14:37.455Z,pelle@ohai.social,2023-12-22T11:01:30.866Z
Q12331318,Per Husted,Socialdemokratiet,2026-03-01T15:24:22.405996+00:00,Perhusted,,,,,
Q12331328,Per Larsen,Det Konservative Folkeparti,2026-03-01T15:24:22.405996+00:00,PerLarsenC,2025-11-19T10:33:44+00:00,,,,
Q24293722,Pernille Vermund,Liberal Alliance,2026-03-01T15:24:22.405996+00:00,PernilleVermund,2026-03-01T07:15:49+00:00,,,,
Q115020616,Peter Have,Moderaterne,2026-03-01T15:24:22.405996+00:00,PeterHave862546,2025-10-20T21:55:59+00:00,,,,
Q12331581,Peter Hummelgaard,Socialdemokratiet,2026-03-01T15:24:22.405996+00:00,PHummelgaard,2026-02-27T13:18:24+00:00,,,,
Q12331601,Peter Juel-Jensen,Venstre,2026-03-01T15:24:22.405996+00:00,PeterJuelJensen,2026-02-26T19:54:23+00:00,,,,
Q20186168,Peter Kofod Hristov,Dansk Folkeparti,2026-03-01T15:24:22.405996+00:00,kofodpeter,2026-02-28T15:52:18+00:00,,,kofodpeter@respublicae.eu,2024-02-13T17:56:26.193Z
Q28759772,Peter Seier Christensen,,2026-03-01T15:24:22.405996+00:00,peter_seier,2023-02-04T06:57:34+00:00,,,,
Q12331726,Peter Skaarup,Danmarksdemokraterne,2026-03-01T15:24:22.405996+00:00,skaarup_peter,2026-03-01T15:02:39+00:00,peterskaarup.bsky.social,2026-02-28T17:10:00.556Z,,
Q272924,Pia Kjærsgaard,Dansk Folkeparti,2026-03-01T15:24:22.405996+00:00,pia_kjaersgaard,2026-03-01T07:00:19+00:00,,,,
Q531614,Pia Olsen Dyhr,SF,2026-03-01T15:24:22.405996+00:00,PiaOlsen,closed,piaolsendyhr.bsky.social,2026-02-14T19:09:44.750Z,,
Q12332288,Preben Bang Henriksen,Venstre,,,,,,,
Q12332910,Rasmus Horn Langhoff,Socialdemokratiet,2026-03-01T15:24:22.405996+00:00,rasmushorn,2025-11-29T15:48:42+00:00,,,,
Q10967294,Rasmus Jarlov,Det Konservative Folkeparti,2026-03-01T15:24:22.405996+00:00,RasmusJarlov,2026-02-28T20:09:42+00:00,jarlov.bsky.social,2026-02-26T09:11:13.659Z,,
Q115015717,Rasmus Lund-Nielsen,Moderaterne,2026-03-01T15:24:22.405996+00:00,rlundnielsen,2026-02-10T17:58:26+00:00,rasmuslundnielsen.bsky.social,2024-12-22T20:03:30.958Z,,
Q64441603,Rasmus Stoklund,Socialdemokratiet,2026-03-01T15:24:22.405996+00:00,RStoklund,2026-01-23T14:41:32+00:00,rasmusstoklund.bsky.social,2025-02-07T14:17:27.552Z,,
Q115012248,Rosa Eriksen,Moderaterne,2026-03-01T15:24:22.405996+00:00,RosaEriksen9,2026-02-20T08:53:43+00:00,,,,
Q12333741,Rosa Lund,Enhedslisten,2026-03-01T15:24:22.405996+00:00,RosaLundEl,2026-01-01T17:34:52+00:00,,,,
Q64442134,Samira Nawa,Radikale Venstre,2026-03-01T15:24:22.405996+00:00,SamiraNawa,closed,samiranawa.radikale.dk,2026-02-28T06:29:15.059Z,,
Q115013955,Sandra Elisabeth Skalvig,Liberal Alliance,2026-03-01T15:24:22.405996+00:00,xSkalvig,closed,sandraskalvig.bsky.social,2024-12-13T10:15:14.650Z,,
Q115012140,Sara Emil Baaring,Socialdemokratiet,2026-03-01T15:24:22.405996+00:00,BaaringEmil,2025-09-18T08:50:51+00:00,,,,
Q115013979,Sascha Faxe,Alternativet,2026-03-01T15:24:22.405996+00:00,saschafaxe,2026-02-25T22:06:32+00:00,saschafaxe.bsky.social,2026-03-01T02:35:16.363Z,,
Q57409691,Signe Munk,SF,2026-03-01T15:24:22.405996+00:00,signe_munk,2026-02-28T07:43:38+00:00,,,,
Q112960298,Sigurd Agersnap,SF,2026-03-01T15:24:22.405996+00:00,SigurdAgersnap,2026-02-28T08:19:14+00:00,sigurdagersnap.bsky.social,2026-02-28T21:45:04.350Z,,
Q12335355,Simon Kollerup,Socialdemokratiet,2026-03-01T15:24:22.405996+00:00,simonkollerup,2024-11-16T12:23:29+00:00,simonkollerup.bsky.social,2025-08-29T10:27:34.503Z,,
Q845278,Sjúrður Skaale,Javnaðarflokkurin,2026-03-01T15:24:22.405996+00:00,SjurSkaale,2025-12-18T17:32:53+00:00,,,,
Q102044122,Sofie Lippert Troelsen,SF,2026-03-01T15:24:22.405996+00:00,sofielippert,2025-11-05T18:28:27+00:00,sofielippert.bsky.social,2026-01-08T13:20:05.233Z,,
Q12336452,Sophie Løhde,Venstre,2026-03-01T15:24:22.405996+00:00,sophieloehde,2026-02-28T07:11:19+00:00,sophieloehde.bsky.social,,,
Q29526362,Steffen Larsen,Liberal Alliance,2026-03-01T15:24:22.405996+00:00,S_B_Larsen,2026-03-01T09:08:06+00:00,steffenlarsen.bsky.social,2025-09-11T09:07:43.407Z,,
Q115014541,Steffen W. Frølund,Liberal Alliance,2026-03-01T15:24:22.405996+00:00,SteffenFrolund,2026-03-01T14:56:55+00:00,,,,
Q56480652,Stinus Lindgreen,Radikale Venstre,2026-03-01T15:24:22.405996+00:00,stinuslindgreen,2026-03-01T13:51:20+00:00,stinuslindgreen.bsky.social,2026-02-28T21:56:59.258Z,,
Q115013941,Susie Jessen,Danmarksdemokraterne,2026-03-01T15:24:22.405996+00:00,SusieJessen,2026-02-28T16:46:47+00:00,susiejessen.bsky.social,2025-01-06T07:38:04.147Z,,
Q115018501,Sólbjørg Jakobsen,Liberal Alliance,2026-03-01T15:24:22.405996+00:00,solbjorgLA,2026-02-26T14:50:35+00:00,solbjorgla.bsky.social,2024-11-26T11:15:00.948Z,,
Q20179766,Søren Egge Rasmussen,Enhedslisten,2026-03-01T15:24:22.405996+00:00,soreneggerasmus,2025-09-05T14:35:11+00:00,,,,
Q12338511,Søren Espersen,Danmarksdemokraterne,2026-03-01T15:24:22.405996+00:00,EspersenSoren,2026-02-25T15:06:11+00:00,,,,
Q1476255,Søren Gade,Venstre,2026-03-01T15:24:22.405996+00:00,SoerenGade,2023-10-23T08:19:23+00:00,,,SoerenGade@respublicae.eu,2022-04-07T09:41:36.865Z
Q747728,Søren Søndergaard,Enhedslisten,2026-03-01T15:24:22.405996+00:00,SrenSndergaard3,2026-02-28T21:57:36+00:00,,,SrenSndergaard3@respublicae.eu,2024-02-03T18:26:10.146Z
Q67954104,Tanja Larsson,Socialdemokratiet,,LarssonTanja,closed,,,,
Q106009197,Theresa Berg Andersen,SF,2026-03-01T15:24:22.405996+00:00,BergBergtheresa,2025-09-30T06:51:42+00:00,theresaberg.bsky.social,2026-01-08T09:15:11.235Z,,
