id,name,party,last_check,x_handle,x_last_post,bluesky_handle,bluesky_last_post,mastodon_handle,mastodon_last_post
Q56164156,Henrik Vinge,Sverigedemokraterna,2026-02-01T16:34:48.133401+00:00,VingeHenrik,2026-01-31T19:25:56+00:00,,,,
Q18246258,Håkan Svenneling,Vänsterpartiet,2026-02-01T16:34:48.133401+00:00,hsvenneling,2026-01-29T15:00:27+00:00,hsvenneling.bsky.social,2026-01-21T19:42:09.633Z,hsvenneling@mastodon.nu,2023-12-08T10:15:04.863Z
Q18202365,Ida Drougge,Moderaterna,2026-02-01T16:34:48.133401+00:00,idadrougge,2026-01-15T10:44:01+00:00,,,,
Q30035685,Ida Ekeroth,Socialdemokraterna,2026-02-01T16:34:48.133401+00:00,idaekeroth,2026-01-19T06:15:21+00:00,,,,
Q4949356,Ida Gabrielsson,Vänsterpartiet,2026-02-01T16:34:48.133401+00:00,idagabrielsson,2026-01-31T15:44:47+00:00,,,,
Q18451082,Ida Karkiainen,Socialdemokraterna,,IdaKarkiainen,closed,,,,
Q4981700,Ilona Szatmári Waldau,Vänsterpartiet,2026-02-01T16:34:48.133401+00:00,IlonaWaldau,2025-07-09T10:34:25+00:00,,,,
Q96324321,Inga-Lill Sjöblom,Socialdemokraterna,,,,,,,
Q4970595,Ingela Nylund Watz,Socialdemokraterna,2026-02-01T16:34:48.133401+00:00,NylundWatz,2024-10-28T15:44:59+00:00,,,,
Q71340705,Ingemar Kihlström,Kristdemokraterna,2026-02-01T16:34:48.133401+00:00,ingemarkihlstro,,,,,
Q114031270,Isabell Mixter,Vänsterpartiet,2026-02-01T16:34:48.133401+00:00,isabellmixter,2025-01-20T07:36:00+00:00,,,,
Q5745541,Isak From,Socialdemokraterna,2026-02-01T16:34:48.133401+00:00,fromisak,2026-01-29T20:04:19+00:00,,,,
Q114031218,Jacob Risberg,Miljöpartiet,2026-02-01T16:34:48.133401+00:00,KlimatJacob,2026-01-19T09:19:53+00:00,jacobrisberg.bsky.social,2025-02-14T16:47:22.249Z,,
Q108059200,Jakob Olofsgård,Liberalerna,2026-02-01T16:34:48.133401+00:00,jakobolofsgard,closed,jakobolofsgard.bsky.social,2024-12-07T20:34:57.254Z,,
Q30035682,Jamal El-Haj,,,,,,,,
Q1681740,Jan Ericson,Moderaterna,2026-02-01T16:34:48.133401+00:00,Ericson_ubbhult,2026-02-01T13:53:04+00:00,ericsoniubbhult.bsky.social,2025-01-16T19:37:51.557Z,,
Q58365776,Jan Riise,Miljöpartiet,2026-02-01T16:34:48.133401+00:00,RiiseJan,2025-10-29T07:21:10+00:00,janriise.bsky.social,2025-10-27T06:24:40.459Z,,
Q18238692,Janine Alm Ericson,Miljöpartiet,2026-02-01T16:34:48.133401+00:00,almericson,2025-12-30T08:36:50+00:00,,,,
Q4563096,Jennie Nilsson,Socialdemokraterna,2026-02-01T16:34:48.133401+00:00,JennieNilsson,2021-06-28T16:10:48+00:00,,,,
Q114867560,Jennie Wernäng,Moderaterna,2026-02-01T16:34:48.133401+00:00,jenniewer,2025-04-09T12:46:27+00:00,,,,
Q18923356,Jesper Skalberg Karlsson,Moderaterna,2026-02-01T16:34:48.133401+00:00,JesperSkalberg,2026-02-01T12:19:32+00:00,,,,
Q106862781,Jessica Rodén,Socialdemokraterna,,,,,,,
Q63975366,Jessica Stegrud,Sverigedemokraterna,2026-02-01T16:34:48.133401+00:00,jessicastegrud,2026-02-01T13:10:57+00:00,,,,
Q57168784,Jessica Wetterling,Vänsterpartiet,2026-02-01T16:34:48.133401+00:00,JesWetterling,2025-03-28T22:46:32+00:00,,,,
Q518776,Jimmie Åkesson,Sverigedemokraterna,2026-02-01T16:34:48.133401+00:00,jimmieakesson,2026-01-26T09:53:41+00:00,,,,
Q18246207,Jimmy Ståhl,Sverigedemokraterna,,,,,,,
Q57297792,Joakim Järrebring,Socialdemokraterna,2026-02-01T16:34:48.133401+00:00,jarrebring58096,2026-02-01T09:22:21+00:00,,,,
Q56706633,Joakim Sandell,Socialdemokraterna,,,,,,,
Q116482970,Joanna Lewerentz,Moderaterna,2026-02-01T16:34:48.133401+00:00,joannalewerentz,2019-05-26T23:56:58+00:00,,,,
Q26305112,Joar Forssell,Liberalerna,2026-02-01T16:34:48.133401+00:00,JoarForssell,2026-02-01T14:33:26+00:00,,,,
Q5554920,Johan Andersson,Socialdemokraterna,2026-02-01T16:34:48.133401+00:00,joh_and,2020-04-16T09:42:28+00:00,,,,
Q20095387,Johan Büser,Socialdemokraterna,2026-02-01T16:34:48.133401+00:00,johanbuser,2025-09-25T08:40:33+00:00,,,,
Q4563305,Johan Löfstrand,Socialdemokraterna,,,,,,,
Q18202412,Johanna Haraldsson,Socialdemokraterna,2026-02-01T16:34:48.133401+00:00,joharald,2023-08-22T14:06:43+00:00,,,,
Q98530561,Johanna Rantsi,Moderaterna,,johannarantsi,closed,,,,
Q56660151,John Weinerhall,Moderaterna,,JohnWeinerhall,closed,,,,
Q50353136,John Widegren,Moderaterna,2026-02-01T16:34:48.133401+00:00,JohnWidegren,2022-09-09T11:46:51+00:00,,,,
Q114031274,Johnny Svedin,Sverigedemokraterna,,,,,,,
Q58837098,Jonas Andersson,Sverigedemokraterna,2026-02-01T16:34:48.133401+00:00,jonandsd,2026-01-27T11:28:56+00:00,,,,
Q121934765,Jonathan Svensson,Socialdemokraterna,2026-02-01T16:34:48.133401+00:00,TantanSvensson,2026-01-03T13:35:59+00:00,,,,
Q5740653,Josef Fransson,Sverigedemokraterna,,FranssonJosef,closed,,,,
Q4959972,Julia Kronlid,Sverigedemokraterna,2026-02-01T16:34:48.133401+00:00,JuliaKronlid,2024-02-14T21:55:00+00:00,,,,
Q4988619,Jytte Guteland,Socialdemokraterna,2026-02-01T16:34:48.133401+00:00,JytteGuteland,2026-01-28T06:37:54+00:00,,,JytteGuteland@respublicae.eu,2024-02-04T09:12:28.133Z
Q57168821,Jörgen Berglund,Moderaterna,2026-02-01T16:34:48.133401+00:00,jorgen_berglund,2024-04-29T13:37:38+00:00,,,,
Q71545861,Jörgen Grubb,Sverigedemokraterna,2026-02-01T16:34:48.133401+00:00,GrubbJorgen,2025-07-27T15:17:34+00:00,,,,
Q56923131,Kadir Kasirga,Socialdemokraterna,2026-02-01T16:34:48.133401+00:00,kasirga_kadir,protected,,,,
Q114031261,Kajsa Fredholm,Vänsterpartiet,2026-02-01T16:34:48.133401+00:00,fredholmkajsa,2026-01-29T20:35:01+00:00,kajsafredholm.bsky.social,2025-05-03T15:25:56.982Z,kajsafredholm@mastodon.social,2025-04-15T07:24:20.210Z
Q6027267,Kalle Olsson,Socialdemokraterna,,,,,,,
Q3544279,Karin Enström,Moderaterna,2026-02-01T16:34:48.133401+00:00,Karinenstrom,2021-03-16T13:36:24+00:00,,,,
Q18245556,Karin Rågsjö,Vänsterpartiet,2026-02-01T16:34:48.133401+00:00,ragsjo,2023-10-17T07:52:05+00:00,,,,
Q114133361,Karin Sundin,Socialdemokraterna,2026-02-01T16:34:48.133401+00:00,k_sundin,closed,karinsundin.bsky.social,2023-12-07T11:43:46.322Z,,
Q19976974,Katarina Luhr,Miljöpartiet,2026-02-01T16:34:48.133401+00:00,gialuhr,2025-12-26T14:29:34+00:00,gialuhr.bsky.social,2026-01-29T07:54:30.350Z,,
Q114772553,Katarina Tolgfors,Moderaterna,2026-02-01T16:34:48.133401+00:00,KattisTolgfors,2026-02-01T10:09:24+00:00,,,,
Q61103104,Katja Nyberg,Sverigedemokraterna,2026-02-01T16:34:48.133401+00:00,Katja_Nyberg,2026-01-26T17:28:17+00:00,,,,
Q3373169,Kenneth G. Forslund,Socialdemokraterna,2026-02-01T16:34:48.133401+00:00,KGFdirekt,2026-01-10T08:28:28+00:00,kgfdirekt.bsky.social,2026-01-10T08:31:00.231Z,,
Q125258917,Kent Kumpula,Sverigedemokraterna,,,,,,,
Q4964100,Kerstin Lundgren,Centerpartiet,2026-02-01T16:34:48.133401+00:00,KerstinLundgren,2026-01-29T08:06:13+00:00,,,,
Q5879681,Kjell Jansson,Moderaterna,2026-02-01T16:34:48.133401+00:00,KjellJansson4,2023-12-23T20:41:25+00:00,,,,
Q70639708,Kjell-Arne Ottosson,Kristdemokraterna,2026-02-01T16:34:48.133401+00:00,KAO_KD,2026-02-01T09:20:20+00:00,,,,
Q897282,Kristina Axén Olin,Moderaterna,2026-02-01T16:34:48.133401+00:00,kristinaaxol,2022-01-26T10:52:32+00:00,,,,
Q109352589,Kristoffer Lindberg,Socialdemokraterna,,,,,,,
Q4968944,Laila Naraghi,Socialdemokraterna,2026-02-01T16:34:48.133401+00:00,lailanaraghi,2024-10-16T05:07:46+00:00,,,,
Q21578777,Larry Söder,Kristdemokraterna,2026-02-01T16:34:48.133401+00:00,larrysoder,2026-01-29T21:19:49+00:00,,,,
Q73918460,Lars Andersson,Sverigedemokraterna,,,,,,,
Q5596130,Lars Beckman,Moderaterna,2026-02-01T16:34:48.133401+00:00,beckmansasikter,2026-02-01T14:55:46+00:00,,,,
Q114031225,Lars Engsund,Moderaterna,,,,,,,
Q106783058,Lars Isacsson,Socialdemokraterna,2026-02-01T16:34:48.133401+00:00,IsacssonLars,2026-01-25T07:07:54+00:00,,,,
Q106862214,Lars Johnsson,Moderaterna,,,,,,,
Q3358494,Lars Mejern Larsson,Socialdemokraterna,2026-02-01T16:34:48.133401+00:00,Mejern,2018-01-15T20:22:35+00:00,,,,
Q30035679,Lars Püss,Moderaterna,,lassepuess,closed,,,,
Q5961351,Lars-Ingvar Ljungman,Moderaterna,,,,,,,
Q18451520,Lawen Redar,Socialdemokraterna,2026-02-01T16:34:48.133401+00:00,LawenRedar,,,,,
Q41615610,Leif Gripestam,Moderaterna,2026-02-01T16:34:48.133401+00:00,Leif_Gripestam,2026-01-28T13:44:40+00:00,,,,
Q20652878,Leif Nysmed,Socialdemokraterna,,LeifNysmed,closed,,,,
Q56640168,Leila Ali Elmi,Miljöpartiet,2026-02-01T16:34:48.133401+00:00,LeilaAliElmi,2018-09-15T07:19:04+00:00,,,,
Q3431836,Lena Hallengren,Socialdemokraterna,2026-02-01T16:34:48.133401+00:00,lenahallengren,2026-01-20T13:15:31+00:00,lenahallengren.bsky.social,2023-12-07T17:21:50.168Z,,
Q114031259,Lena Johansson,Socialdemokraterna,,,,,,,
Q114031216,Leonid Yurkovskiy,Sverigedemokraterna,2026-02-01T16:34:48.133401+00:00,lyurkovskiy,2026-01-29T16:04:21+00:00,,,,
Q110793990,Lili André,Kristdemokraterna,2026-02-01T16:34:48.133401+00:00,liliandre,2026-01-22T10:02:12+00:00,,,,
Q16595953,Lina Nordquist,Liberalerna,2026-02-01T16:34:48.133401+00:00,LinaNordquist,2025-10-15T08:57:12+00:00,,,,
Q71137014,Linda Lindberg,Sverigedemokraterna,2026-02-01T16:34:48.133401+00:00,LindaLindbergs,2025-10-06T11:58:58+00:00,,,,
Q114031264,Linnéa Wickman,Socialdemokraterna,2026-02-01T16:34:48.133401+00:00,linneawickman,2023-06-02T09:42:48+00:00,,,,
Q97097437,Linus Lakso,Miljöpartiet,2026-02-01T16:34:48.133401+00:00,LinusLakso,closed,,,linuslakso@mastodon.nu,2024-12-21T14:03:06.507Z
Q30035676,Linus Sköld,Socialdemokraterna,2026-02-01T16:34:48.133401+00:00,lskold,2025-03-06T23:23:49+00:00,,,,
Q57168752,Lorena Delgado Varas,,2026-02-01T16:34:48.133401+00:00,lorena_dv,closed,lorenadelgadovaras.bsky.social,2025-02-06T08:36:52.549Z,,
Q18243097,Lotta Johnsson Fornarve,Vänsterpartiet,2026-02-01T16:34:48.133401+00:00,fornarve,2025-12-04T14:06:09+00:00,,,,
Q114031231,Louise Eklund,Liberalerna,2026-02-01T16:34:48.133401+00:00,LouEklund,2024-06-24T14:09:51+00:00,,,,
Q114031249,Louise Thunström,Socialdemokraterna,,,,,,,
Q71131688,Ludvig Aspling,Sverigedemokraterna,2026-02-01T16:34:48.133401+00:00,AsplingLudvig,2026-02-01T10:53:22+00:00,,,,
Q129690000,Ludvig Ceimertz,Moderaterna,2026-02-01T16:34:48.133401+00:00,LCeimertz,2026-01-20T07:06:23+00:00,,,,
Q137212415,Madeleine Atlas,Centerpartiet,,,,,,,
Q4935873,Magdalena Andersson,Socialdemokraterna,2026-02-01T16:34:48.133401+00:00,magdandersson,2026-01-29T18:33:31+00:00,magdalenaandersson.socialdemokraterna.se,2025-06-22T12:27:27.279Z,,
